family,form,k,kou_jing,ic,n_windows,ic_2020-2022,ic_2023-2026
R4,R4_lb20zw60,20,1000,-0.21686350807908758,69,-0.3910364145658263,0.026918798665183537
R4,R4_lb20zw60,20,blend,-0.17141186895005298,69,-0.33305322128851544,0.06340378197997774
R4,R4_lb20zw60,40,500,-0.05668449197860962,34,-0.32843137254901966,0.006593406593406593
R4,R4_lb20zw60,40,1000,-0.21436210847975554,34,-0.44852941176470595,-0.12967032967032965
R4,R4_lb20zw60,40,blend,-0.15110771581359816,34,-0.38480392156862747,-0.015384615384615385
R4,R4_lb20zw250,5,500,0.017307336271379717,281,-0.018247314611799396,0.12861443932411673
R4,R4_lb20zw250,5,1000,-0.005610405472606045,281,-0.05792456778548733,0.13011981566820274
R4,R4_lb20zw250,5,blend,0.0055279792564997135,281,-0.05185160167664375,0.13456835637480796
R4,R4_lb20zw250,10,500,0.07909749793931002,140,-0.04662482185821874,0.17670166956258973
R4,R4_lb20zw250,10,1000,0.022678518227936092,140,-0.10611633384434101,0.1457782478406487
R4,R4_lb20zw250,10,blend,0.05587530909556647,140,-0.08624068356781638,0.161491778096749
R4,R4_lb20zw250,20,500,0.09707526383370631,69,0.01949222538693532,0.32235817575083425
R4,R4_lb20zw250,20,1000,0.056083859973360135,69,-0.028532098030151706,0.33837597330367075
R4,R4_lb20zw250,20,blend,0.08533465173608258,69,0.01045235274371894,0.3410456062291435
R4,R4_lb20zw250,40,500,0.42160243434014655,34,0.35635695759189573,0.3186813186813187
R4,R4_lb20zw250,40,1000,0.30195435976905116,34,0.1898926348413562,0.2879120879120879
R4,R4_lb20zw250,40,blend,0.3456159490811666,34,0.2774405379175659,0.3362637362637363
