family,form,k,kou_jing,ic,n_windows,ic_2014-2019,ic_2020-2026
C1,C1_lb20zw60,40,1000,0.07810314685314686,65,0.12637362637362637,-0.12019914651493598
C1,C1_lb20zw60,40,blend,0.08164335664335663,65,0.11477411477411475,-0.10715979137031767
C1,C1_lb20zw250,5,500,-0.03583244302053995,534,-0.055990153922391615,-0.02439496322367353
C1,C1_lb20zw250,5,1000,-0.029007181991505256,534,-0.04638297617335078,-0.03184334395475786
C1,C1_lb20zw250,5,blend,-0.03235291982357229,534,-0.05344952888789038,-0.029685884895650907
C1,C1_lb20zw250,10,500,-0.03967560473547973,266,-0.09525851483117125,-0.025482746601603344
C1,C1_lb20zw250,10,1000,-0.04450043432210991,266,-0.07184469619218964,-0.0765737190658766
C1,C1_lb20zw250,10,blend,-0.04402621120126127,266,-0.07962488757865695,-0.05808992680376437
C1,C1_lb20zw250,20,500,0.0021479110908826323,132,-0.11814546441239035,-0.09103840682788049
C1,C1_lb20zw250,20,1000,0.0008142749214524682,132,-0.06364056556865097,-0.12759601706970128
C1,C1_lb20zw250,20,blend,0.0021870589236447704,132,-0.08373216344110689,-0.11735419630156473
C1,C1_lb20zw250,40,500,0.22587311047975184,65,0.09390959431538054,0.05595068752963489
C1,C1_lb20zw250,40,1000,0.20267804948294416,65,0.1611194020116823,0.029160739687055473
C1,C1_lb20zw250,40,blend,0.20573866073605734,65,0.11600596944841125,0.06543385490753911
C2,C2_lb5zw60,5,500,-0.050834625182387724,530,-0.06427047511435822,0.00556257955390017
C2,C2_lb5zw60,5,1000,-0.059318367437173176,530,-0.060202603496763124,-0.01213960481466611
C2,C2_lb5zw60,5,blend,-0.05484177718381671,530,-0.06378056050617856,-0.005208911745359178
C2,C2_lb5zw60,10,500,-0.039009707914913413,264,-0.06777547138922692,0.018372255141164164
C2,C2_lb5zw60,10,1000,-0.06971567582058673,264,-0.040559356964463,-0.020697107005925405
C2,C2_lb5zw60,10,blend,-0.054402149633266804,264,-0.05152780985881231,0.0030986406413384448
C2,C2_lb5zw60,20,500,-0.09364769877723973,131,-0.06316852758112002,0.002873399715504978
C2,C2_lb5zw60,20,1000,-0.15125200348596649,131,-0.0746045202956917,-0.048250355618776664
C2,C2_lb5zw60,20,blend,-0.12687253359394954,131,-0.06879633472141396,-0.023357041251778093
C2,C2_lb5zw60,40,500,-0.07347027972027972,65,0.02869352869352869,0.017543859649122806
C2,C2_lb5zw60,40,1000,-0.10397727272727272,65,0.03174603174603174,-0.06827880512091038
C2,C2_lb5zw60,40,blend,-0.10170454545454545,65,0.01282051282051282,-0.02015173067804647
C2,C2_lb5zw250,5,500,-0.040913088313110156,530,-0.019276972436862806,0.00549979070383311
C2,C2_lb5zw250,5,1000,-0.04344585226124552,530,-0.02051282514431866,-0.0018020827104280746
C2,C2_lb5zw250,5,blend,-0.04206601600908085,530,-0.02196471380063569,0.0013476110337522105
C2,C2_lb5zw250,10,500,-0.035319680312021054,264,-0.04917093540172287,0.01968978738236319
C2,C2_lb5zw250,10,1000,-0.056830530222196265,264,-0.031980851927220416,-0.007525270128964795
C2,C2_lb5zw250,10,blend,-0.04642415909488979,264,-0.038144387475131915,0.011247821540606481
C2,C2_lb5zw250,20,500,-0.0892456215243897,131,-0.12731795354677666,-0.011152204836415361
C2,C2_lb5zw250,20,1000,-0.1329605962610253,131,-0.11919513338315431,-0.046201991465149354
C2,C2_lb5zw250,20,blend,-0.11447545271706437,131,-0.1212258384240599,-0.036330014224751066
C2,C2_lb5zw250,40,500,-0.15388316150473993,65,-0.22403269232100584,-0.07254623044096728
C2,C2_lb5zw250,40,1000,-0.1644641318369312,65,-0.1957984352065777,-0.12019914651493598
C2,C2_lb5zw250,40,blend,-0.167109374419979,65,-0.2234189041228661,-0.09554291133238502
C2,C2_lb20zw60,5,500,-0.06347745815853405,530,-0.03355546313099891,-0.08932418694846188
C2,C2_lb20zw60,5,1000,-0.077946215709013,530,-0.02833286804982331,-0.117811958072425
C2,C2_lb20zw60,5,blend,-0.07113815199463279,530,-0.03022615095498219,-0.10711265259399107
C2,C2_lb20zw60,10,500,-0.10994563959139775,264,-0.09283035638854663,-0.08756012547926106
