ts_code,effective_date,planned_action,reason,total_shares,available_date,source,old_total_shares,old_par_value,old_available_date,old_source,old_quality_flag,old_updated_at
600666.SH,2015-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,767078900,2015-06-30,wind_total_shares_month_end,,,2015-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600666.SH,2017-05-31,INSERT,no canonical row for this key,1227326240,2017-05-31,wind_total_shares_month_end,,,,,,
600666.SH,2023-02-28,INSERT,no canonical row for this key,2763512843,2023-02-28,wind_total_shares_month_end,,,,,,
600681.SH,2013-05-31,INSERT,no canonical row for this key,251477550,2013-05-31,wind_total_shares_month_end,,,,,,
600681.SH,2016-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,964157472,2016-03-31,wind_total_shares_month_end,,,2016-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600681.SH,2017-11-30,INSERT,no canonical row for this key,1031513793,2017-11-30,wind_total_shares_month_end,,,,,,
600681.SH,2019-04-30,INSERT,no canonical row for this key,1442740310,2019-04-30,wind_total_shares_month_end,,,,,,
600681.SH,2021-05-31,INSERT,no canonical row for this key,1363010801,2021-05-31,wind_total_shares_month_end,,,,,,
600681.SH,2023-05-31,INSERT,no canonical row for this key,1340854810,2023-05-31,wind_total_shares_month_end,,,,,,
600862.SH,2013-05-31,INSERT,no canonical row for this key,637928488,2013-05-31,wind_total_shares_month_end,,,,,,
600862.SH,2015-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1393049107,2015-12-31,wind_total_shares_month_end,,,2016-04-29,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600938.SH,2022-10-31,INSERT,no canonical row for this key,47592626984,2022-10-31,wind_total_shares_month_end,,,,,,
600938.SH,2022-11-30,INSERT,no canonical row for this key,47566763984,2022-11-30,wind_total_shares_month_end,,,,,,
600941.SH,2022-07-29,INSERT,no canonical row for this key,21362826764,2022-07-29,wind_total_shares_month_end,,,,,,
600941.SH,2023-01-31,INSERT,no canonical row for this key,21363162764,2023-01-31,wind_total_shares_month_end,,,,,,
600941.SH,2023-02-28,INSERT,no canonical row for this key,21363899424,2023-02-28,wind_total_shares_month_end,,,,,,
600941.SH,2023-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,21367767064,2023-03-31,wind_total_shares_month_end,,,2023-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600941.SH,2023-05-31,INSERT,no canonical row for this key,21372891480,2023-05-31,wind_total_shares_month_end,,,,,,
600941.SH,2023-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,21374420790,2023-06-30,wind_total_shares_month_end,,,2023-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600941.SH,2023-07-31,INSERT,no canonical row for this key,21376885911,2023-07-31,wind_total_shares_month_end,,,,,,
600941.SH,2023-08-31,INSERT,no canonical row for this key,21383633148,2023-08-31,wind_total_shares_month_end,,,,,,
600941.SH,2023-10-31,INSERT,no canonical row for this key,21388552312,2023-10-31,wind_total_shares_month_end,,,,,,
600941.SH,2023-11-30,INSERT,no canonical row for this key,21389195242,2023-11-30,wind_total_shares_month_end,,,,,,
601360.SH,2013-05-31,INSERT,no canonical row for this key,416340000,2013-05-31,wind_total_shares_month_end,,,,,,
601360.SH,2014-02-28,INSERT,no canonical row for this key,400456571,2014-02-28,wind_total_shares_month_end,,,,,,
601360.SH,2015-07-31,INSERT,no canonical row for this key,400406571,2015-07-31,wind_total_shares_month_end,,,,,,
601360.SH,2016-01-29,INSERT,no canonical row for this key,397187443,2016-01-29,wind_total_shares_month_end,,,,,,
601360.SH,2016-04-29,INSERT,no canonical row for this key,397182443,2016-04-29,wind_total_shares_month_end,,,,,,
601865.SH,2019-08-30,INSERT,no canonical row for this key,1950000000,2019-08-30,wind_total_shares_month_end,,,,,,
601865.SH,2020-08-31,INSERT,no canonical row for this key,1954600000,2020-08-31,wind_total_shares_month_end,,,,,,
601865.SH,2020-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,2041248788,2020-12-31,wind_total_shares_month_end,,,2021-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
601865.SH,2021-01-29,INSERT,no canonical row for this key,2146193254,2021-01-29,wind_total_shares_month_end,,,,,,
601865.SH,2021-07-30,INSERT,no canonical row for this key,2146893254,2021-07-30,wind_total_shares_month_end,,,,,,
601865.SH,2022-11-30,INSERT,no canonical row for this key,2146893587,2022-11-30,wind_total_shares_month_end,,,,,,
601865.SH,2023-01-31,INSERT,no canonical row for this key,2146894078,2023-01-31,wind_total_shares_month_end,,,,,,
601865.SH,2023-02-28,INSERT,no canonical row for this key,2146894145,2023-02-28,wind_total_shares_month_end,,,,,,
601865.SH,2023-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,2146894167,2023-03-31,wind_total_shares_month_end,,,2023-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
601865.SH,2023-04-28,INSERT,no canonical row for this key,2146894189,2023-04-28,wind_total_shares_month_end,,,,,,
601865.SH,2023-05-31,INSERT,no canonical row for this key,2146894439,2023-05-31,wind_total_shares_month_end,,,,,,
601865.SH,2023-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,2146894461,2023-06-30,wind_total_shares_month_end,,,2023-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
601865.SH,2023-08-31,INSERT,no canonical row for this key,2351323762,2023-08-31,wind_total_shares_month_end,,,,,,
603507.SH,2018-05-31,INSERT,no canonical row for this key,125631400,2018-05-31,wind_total_shares_month_end,,,,,,
603507.SH,2018-07-31,INSERT,no canonical row for this key,128081400,2018-07-31,wind_total_shares_month_end,,,,,,
603507.SH,2019-11-29,INSERT,no canonical row for this key,128071400,2019-11-29,wind_total_shares_month_end,,,,,,
603507.SH,2020-11-30,INSERT,no canonical row for this key,126836400,2020-11-30,wind_total_shares_month_end,,,,,,
603507.SH,2021-08-31,INSERT,no canonical row for this key,125631400,2021-08-31,wind_total_shares_month_end,,,,,,
603507.SH,2022-08-31,INSERT,no canonical row for this key,125581400,2022-08-31,wind_total_shares_month_end,,,,,,
603507.SH,2022-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,142625500,2022-09-30,wind_total_shares_month_end,,,2022-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
603507.SH,2023-07-31,INSERT,no canonical row for this key,142030934,2023-07-31,wind_total_shares_month_end,,,,,,
603535.SH,2018-02-28,INSERT,no canonical row for this key,150400000,2018-02-28,wind_total_shares_month_end,,,,,,
603535.SH,2021-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,160860576,2021-09-30,wind_total_shares_month_end,,,2021-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
603535.SH,2022-07-29,INSERT,no canonical row for this key,233247835,2022-07-29,wind_total_shares_month_end,,,,,,
603535.SH,2023-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,233248267,2023-03-31,wind_total_shares_month_end,,,2023-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
603535.SH,2023-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,233248396,2023-06-30,wind_total_shares_month_end,,,2023-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
603993.SH,2013-05-31,INSERT,no canonical row for this key,5076170525,2013-05-31,wind_total_shares_month_end,,,,,,
603993.SH,2015-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,5144727717,2015-06-30,wind_total_shares_month_end,,,2015-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
603993.SH,2015-07-31,INSERT,no canonical row for this key,5629066233,2015-07-31,wind_total_shares_month_end,,,,,,
603993.SH,2015-11-30,INSERT,no canonical row for this key,16887198699,2015-11-30,wind_total_shares_month_end,,,,,,
603993.SH,2017-07-31,INSERT,no canonical row for this key,21599240583,2017-07-31,wind_total_shares_month_end,,,,,,
688235.SH,2022-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1350248086,2022-06-30,wind_total_shares_month_end,,,2022-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688235.SH,2022-07-29,INSERT,no canonical row for this key,1350260839,2022-07-29,wind_total_shares_month_end,,,,,,
688235.SH,2022-08-31,INSERT,no canonical row for this key,1350903442,2022-08-31,wind_total_shares_month_end,,,,,,
688235.SH,2022-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1352641646,2022-09-30,wind_total_shares_month_end,,,2022-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688235.SH,2022-10-31,INSERT,no canonical row for this key,1349640180,2022-10-31,wind_total_shares_month_end,,,,,,
688235.SH,2022-11-30,INSERT,no canonical row for this key,1350993623,2022-11-30,wind_total_shares_month_end,,,,,,
688235.SH,2023-01-31,INSERT,no canonical row for this key,1354551710,2023-01-31,wind_total_shares_month_end,,,,,,
688235.SH,2023-02-28,INSERT,no canonical row for this key,1357628329,2023-02-28,wind_total_shares_month_end,,,,,,
688235.SH,2023-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1360450421,2023-03-31,wind_total_shares_month_end,,,2023-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688235.SH,2023-04-28,INSERT,no canonical row for this key,1362652101,2023-04-28,wind_total_shares_month_end,,,,,,
688235.SH,2023-05-31,INSERT,no canonical row for this key,1364717749,2023-05-31,wind_total_shares_month_end,,,,,,
688235.SH,2023-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1376031220,2023-06-30,wind_total_shares_month_end,,,2023-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688235.SH,2023-07-31,INSERT,no canonical row for this key,1376270056,2023-07-31,wind_total_shares_month_end,,,,,,
688235.SH,2023-09-28,INSERT,no canonical row for this key,1377064200,2023-09-28,wind_total_shares_month_end,,,,,,
688235.SH,2023-10-31,INSERT,no canonical row for this key,1382770732,2023-10-31,wind_total_shares_month_end,,,,,,
688235.SH,2023-11-30,INSERT,no canonical row for this key,1359497624,2023-11-30,wind_total_shares_month_end,,,,,,
688396.SH,2020-08-31,INSERT,no canonical row for this key,1215925195,2020-08-31,wind_total_shares_month_end,,,,,,
688396.SH,2021-04-30,INSERT,no canonical row for this key,1320091861,2021-04-30,wind_total_shares_month_end,,,,,,
688428.SH,2023-03-31,INSERT,no canonical row for this key,1764321452,2023-03-31,wind_total_shares_month_end,,,,,,
688428.SH,2023-11-30,INSERT,no canonical row for this key,1763310452,2023-11-30,wind_total_shares_month_end,,,,,,
688428.SH,2023-12-29,INSERT,no canonical row for this key,1763130452,2023-12-29,wind_total_shares_month_end,,,,,,
688525.SH,2023-06-30,INSERT,no canonical row for this key,430329136,2023-06-30,wind_total_shares_month_end,,,,,,
688728.SH,2022-02-28,INSERT,no canonical row for this key,2498887173,2022-02-28,wind_total_shares_month_end,,,,,,
688728.SH,2023-07-31,INSERT,no canonical row for this key,2598791667,2023-07-31,wind_total_shares_month_end,,,,,,
688728.SH,2023-11-30,INSERT,no canonical row for this key,2600586667,2023-11-30,wind_total_shares_month_end,,,,,,
688981.SH,2021-01-29,INSERT,no canonical row for this key,7895190473,2021-01-29,wind_total_shares_month_end,,,,,,
688981.SH,2021-02-26,INSERT,no canonical row for this key,7896350532,2021-02-26,wind_total_shares_month_end,,,,,,
688981.SH,2021-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,7899199076,2021-03-31,wind_total_shares_month_end,,,2021-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688981.SH,2021-04-30,INSERT,no canonical row for this key,7900011638,2021-04-30,wind_total_shares_month_end,,,,,,
688981.SH,2021-05-31,INSERT,no canonical row for this key,7900578250,2021-05-31,wind_total_shares_month_end,,,,,,
688981.SH,2021-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,7901110626,2021-06-30,wind_total_shares_month_end,,,2021-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688981.SH,2021-07-30,INSERT,no canonical row for this key,7901707937,2021-07-30,wind_total_shares_month_end,,,,,,
688981.SH,2021-08-31,INSERT,no canonical row for this key,7902869220,2021-08-31,wind_total_shares_month_end,,,,,,
688981.SH,2021-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,7903435792,2021-09-30,wind_total_shares_month_end,,,2021-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688981.SH,2021-10-29,INSERT,no canonical row for this key,7903528104,2021-10-29,wind_total_shares_month_end,,,,,,
688981.SH,2021-11-30,INSERT,no canonical row for this key,7903730355,2021-11-30,wind_total_shares_month_end,,,,,,
688981.SH,2021-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,7903856555,2021-12-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688981.SH,2022-01-28,INSERT,no canonical row for this key,7903927811,2022-01-28,wind_total_shares_month_end,,,,,,
688981.SH,2022-02-28,INSERT,no canonical row for this key,7904051314,2022-02-28,wind_total_shares_month_end,,,,,,
688981.SH,2022-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,7906564118,2022-03-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688981.SH,2022-04-29,INSERT,no canonical row for this key,7908404286,2022-04-29,wind_total_shares_month_end,,,,,,
688981.SH,2022-05-31,INSERT,no canonical row for this key,7910002828,2022-05-31,wind_total_shares_month_end,,,,,,
688981.SH,2022-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,7901936207,2022-06-30,wind_total_shares_month_end,,,2022-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688981.SH,2022-07-29,INSERT,no canonical row for this key,7901999727,2022-07-29,wind_total_shares_month_end,,,,,,
688981.SH,2022-08-31,INSERT,no canonical row for this key,7902058677,2022-08-31,wind_total_shares_month_end,,,,,,
688981.SH,2022-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,7921398667,2022-09-30,wind_total_shares_month_end,,,2022-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688981.SH,2022-10-31,INSERT,no canonical row for this key,7911130327,2022-10-31,wind_total_shares_month_end,,,,,,
688981.SH,2022-11-30,INSERT,no canonical row for this key,7912544864,2022-11-30,wind_total_shares_month_end,,,,,,
688981.SH,2022-12-30,INSERT,no canonical row for this key,7912664696,2022-12-30,wind_total_shares_month_end,,,,,,
688981.SH,2023-01-31,INSERT,no canonical row for this key,7912874006,2023-01-31,wind_total_shares_month_end,,,,,,
688981.SH,2023-02-28,INSERT,no canonical row for this key,7913210823,2023-02-28,wind_total_shares_month_end,,,,,,
688981.SH,2023-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,7918297542,2023-03-31,wind_total_shares_month_end,,,2023-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688981.SH,2023-04-28,INSERT,no canonical row for this key,7923861324,2023-04-28,wind_total_shares_month_end,,,,,,
688981.SH,2023-05-31,INSERT,no canonical row for this key,7925101274,2023-05-31,wind_total_shares_month_end,,,,,,
688981.SH,2023-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,7925936550,2023-06-30,wind_total_shares_month_end,,,2023-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
688981.SH,2023-07-31,INSERT,no canonical row for this key,7926079000,2023-07-31,wind_total_shares_month_end,,,,,,
688981.SH,2023-08-31,INSERT,no canonical row for this key,7943157943,2023-08-31,wind_total_shares_month_end,,,,,,
688981.SH,2023-09-28,INSERT,no canonical row for this key,7945498567,2023-09-28,wind_total_shares_month_end,,,,,,
688981.SH,2023-10-31,INSERT,no canonical row for this key,7945885729,2023-10-31,wind_total_shares_month_end,,,,,,
688981.SH,2023-11-30,INSERT,no canonical row for this key,7946542350,2023-11-30,wind_total_shares_month_end,,,,,,
688981.SH,2023-12-29,INSERT,no canonical row for this key,7946555760,2023-12-29,wind_total_shares_month_end,,,,,,
689009.SH,2021-04-30,INSERT,no canonical row for this key,704091670,2021-04-30,wind_total_shares_month_end,,,,,,
689009.SH,2021-07-30,INSERT,no canonical row for this key,704688420,2021-07-30,wind_total_shares_month_end,,,,,,
689009.SH,2021-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,707887210,2021-12-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
689009.SH,2022-05-31,INSERT,no canonical row for this key,711504310,2022-05-31,wind_total_shares_month_end,,,,,,
689009.SH,2022-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,712983140,2022-09-30,wind_total_shares_month_end,,,2022-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
689009.SH,2023-01-31,INSERT,no canonical row for this key,714443650,2023-01-31,wind_total_shares_month_end,,,,,,
689009.SH,2023-05-31,INSERT,no canonical row for this key,716448580,2023-05-31,wind_total_shares_month_end,,,,,,
689009.SH,2023-09-28,INSERT,no canonical row for this key,717379043,2023-09-28,wind_total_shares_month_end,,,,,,
689009.SH,2023-10-31,INSERT,no canonical row for this key,720704881,2023-10-31,wind_total_shares_month_end,,,,,,
689009.SH,2023-12-29,INSERT,no canonical row for this key,720985381,2023-12-29,wind_total_shares_month_end,,,,,,
